semantics 1
# The behaviour fingerprint. See docs/SEMANTICS-VERSION.md §5.
# scenario/pos kind command | verdict | T[trades] E[events] | state last mark bid ask counters | digest

== fifo (fifo, stp=CANCEL_NEWEST, maxOrders=100000, shard=0)
auction/0100 SUBMIT      u6 S L 95x5 FOK+g1       | REJECTED:TRADING_HALTED      | T[] E[REJECTED#81/TRADING_HALTED/REJECTED/0] | HALTED last=101 mark=0 bid=97:2 ask=101:8 n=10 oid=81 tid=13 eid=120 | 25ba8c819fee609b
auction/0101 CANCEL      u4 <-99                  | REJECTED:ORDER_NOT_FOUND     | T[] E[] | HALTED last=101 mark=0 bid=97:2 ask=101:8 n=10 oid=81 tid=13 eid=120 | 25ba8c819fee609b
auction/0102 SUBMIT      u2 S L 96x5 GTC          | REJECTED:TRADING_HALTED      | T[] E[REJECTED#82/TRADING_HALTED/REJECTED/0] | HALTED last=101 mark=0 bid=97:2 ask=101:8 n=10 oid=82 tid=13 eid=121 | 7c5e25a39713a436
auction/0103 SUBMIT      u6 S L 98x9 GTC          | REJECTED:TRADING_HALTED      | T[] E[REJECTED#83/TRADING_HALTED/REJECTED/0] | HALTED last=101 mark=0 bid=97:2 ask=101:8 n=10 oid=83 tid=13 eid=122 | 15fa07a047256900
auction/0104 REDUCE      u5 <-89 to 2             | REJECTED:ORDER_NOT_FOUND     | T[] E[] | HALTED last=101 mark=0 bid=97:2 ask=101:8 n=10 oid=83 tid=13 eid=122 | 15fa07a047256900
auction/0105 SUBMIT      u3 S L 98x8 GTC          | REJECTED:TRADING_HALTED      | T[] E[REJECTED#84/TRADING_HALTED/REJECTED/0] | HALTED last=101 mark=0 bid=97:2 ask=101:8 n=10 oid=84 tid=13 eid=123 | 0717bd7aea0d7daa
auction/0106 SUBMIT      u3 B L 97x3 GTC          | REJECTED:TRADING_HALTED      | T[] E[REJECTED#85/TRADING_HALTED/REJECTED/0] | HALTED last=101 mark=0 bid=97:2 ask=101:8 n=10 oid=85 tid=13 eid=124 | c7803d60d8032471
auction/0107 SUBMIT      u0 S L 100x7 GTC         | REJECTED:TRADING_HALTED      | T[] E[REJECTED#86/TRADING_HALTED/REJECTED/0] | HALTED last=101 mark=0 bid=97:2 ask=101:8 n=10 oid=86 tid=13 eid=125 | 3e8275218283b8cd
auction/0108 SUBMIT      u2 B L 103x2 GTC         | REJECTED:TRADING_HALTED      | T[] E[REJECTED#87/TRADING_HALTED/REJECTED/0] | HALTED last=101 mark=0 bid=97:2 ask=101:8 n=10 oid=87 tid=13 eid=126 | 767c3be8e183ea63
auction/0109 REPLACE     u6 S L 99x1 GTC <-91     | REJECTED:ORDER_NOT_FOUND     | T[] E[] | HALTED last=101 mark=0 bid=97:2 ask=101:8 n=10 oid=87 tid=13 eid=126 | 767c3be8e183ea63
auction/0110 SUBMIT      u7 S L 100x9 GTC         | REJECTED:TRADING_HALTED      | T[] E[REJECTED#88/TRADING_HALTED/REJECTED/0] | HALTED last=101 mark=0 bid=97:2 ask=101:8 n=10 oid=88 tid=13 eid=127 | fe802352c6ef3a44
auction/0111 SUBMIT      u3 S L 96x7 IOC          | REJECTED:TRADING_HALTED      | T[] E[REJECTED#89/TRADING_HALTED/REJECTED/0] | HALTED last=101 mark=0 bid=97:2 ask=101:8 n=10 oid=89 tid=13 eid=128 | 8c43d3c858c33ebd
auction/0112 SUBMIT      u2 S L 99x7 GTC+priv     | REJECTED:TRADING_HALTED      | T[] E[REJECTED#90/TRADING_HALTED/REJECTED/0] | HALTED last=101 mark=0 bid=97:2 ask=101:8 n=10 oid=90 tid=13 eid=129 | 634934dafd26b921
auction/0113 SUBMIT      u1 B L 100x3 GTC         | REJECTED:TRADING_HALTED      | T[] E[REJECTED#91/TRADING_HALTED/REJECTED/0] | HALTED last=101 mark=0 bid=97:2 ask=101:8 n=10 oid=91 tid=13 eid=130 | 401439659eb818dd
auction/0114 SUBMIT      u5 S L 101x7 GTC         | REJECTED:TRADING_HALTED      | T[] E[REJECTED#92/TRADING_HALTED/REJECTED/0] | HALTED last=101 mark=0 bid=97:2 ask=101:8 n=10 oid=92 tid=13 eid=131 | b917d51ddd19b5be
auction/0115 SUBMIT      u5 B L 100x4 GTC+ALLOW   | REJECTED:TRADING_HALTED      | T[] E[REJECTED#93/TRADING_HALTED/REJECTED/0] | HALTED last=101 mark=0 bid=97:2 ask=101:8 n=10 oid=93 tid=13 eid=132 | 16de7827ed221214
auction/0116 SUBMIT      u0 B L 95x2 GTC+PO       | REJECTED:TRADING_HALTED      | T[] E[REJECTED#94/TRADING_HALTED/REJECTED/0] | HALTED last=101 mark=0 bid=97:2 ask=101:8 n=10 oid=94 tid=13 eid=133 | f2c529c7f9df3d7c
auction/0117 CANCEL_ALL  u3                       | CANCELLED n=2                | T[] E[CANCELED#1/CANCELLED/1 CANCELED#18/CANCELLED/0] | HALTED last=101 mark=0 bid=97:2 ask=102:5 n=8 oid=94 tid=13 eid=135 | 186653eea77f6870
auction/0118 SUBMIT      u4 S L 98x9 GTC          | REJECTED:TRADING_HALTED      | T[] E[REJECTED#95/TRADING_HALTED/REJECTED/0] | HALTED last=101 mark=0 bid=97:2 ask=102:5 n=8 oid=95 tid=13 eid=136 | 2be64f7e74e86983
auction/0119 REPLACE     u7 S L 100x1 GTC <-36    | REJECTED:ORDER_NOT_FOUND     | T[] E[] | HALTED last=101 mark=0 bid=97:2 ask=102:5 n=8 oid=95 tid=13 eid=136 | 2be64f7e74e86983
auction/0120 SET_PHASE   CLOSING_AUCTION          | OK uncross=0                 | T[] E[CANCEL_ONLY#0] | CLOSING_AUCTION last=101 mark=0 bid=97:2 ask=102:5 n=8 oid=95 tid=13 eid=137 | 6e15fca59dbb6577
auction/0121 SUBMIT      u2 B L 100x7 GTC         | NEW                          | T[] E[ACCEPTED#96/NEW/0 ACCEPTED#96/NEW/0] | CLOSING_AUCTION last=101 mark=0 bid=100:7 ask=102:5 n=9 oid=96 tid=13 eid=139 | 6424f55d40c5ebed
auction/0122 SUBMIT      u6 B L 95x3 GTC+CANCEL_BOTH | NEW                          | T[] E[ACCEPTED#97/NEW/0 ACCEPTED#97/NEW/0] | CLOSING_AUCTION last=101 mark=0 bid=100:7 ask=102:5 n=10 oid=97 tid=13 eid=141 | 0b20573ffaf8a394
auction/0123 SUBMIT      u7 B L 105x6 GTC         | NEW                          | T[] E[ACCEPTED#98/NEW/0 ACCEPTED#98/NEW/0] | CLOSING_AUCTION last=101 mark=0 bid=105:6 ask=102:5 n=11 oid=98 tid=13 eid=143 | d0a42554c60a1004
auction/0124 SUBMIT      u4 S L 96x9 GTC+g2       | NEW                          | T[] E[ACCEPTED#99/NEW/0 ACCEPTED#99/NEW/0] | CLOSING_AUCTION last=101 mark=0 bid=105:6 ask=96:9 n=12 oid=99 tid=13 eid=145 | a51d6f57c1c0fdab
auction/0125 SUBMIT      u3 S L 104x7 GTC         | NEW                          | T[] E[ACCEPTED#100/NEW/0 ACCEPTED#100/NEW/0] | CLOSING_AUCTION last=101 mark=0 bid=105:6 ask=96:9 n=13 oid=100 tid=13 eid=147 | 6285fe9ab76061e0
auction/0126 SUBMIT      u0 S L 104x4 GTC         | NEW                          | T[] E[ACCEPTED#101/NEW/0 ACCEPTED#101/NEW/0] | CLOSING_AUCTION last=101 mark=0 bid=105:6 ask=96:9 n=14 oid=101 tid=13 eid=149 | 3449c2c1d3438958
auction/0127 SUBMIT      u2 B L 99x4 GTC+CANCEL_BOTH | NEW                          | T[] E[ACCEPTED#102/NEW/0 ACCEPTED#102/NEW/0] | CLOSING_AUCTION last=101 mark=0 bid=105:6 ask=96:9 n=15 oid=102 tid=13 eid=151 | ee8fadf0c5689815
auction/0128 SUBMIT      u0 B L 95x3 GTC+CANCEL_NEWEST | NEW                          | T[] E[ACCEPTED#103/NEW/0 ACCEPTED#103/NEW/0] | CLOSING_AUCTION last=101 mark=0 bid=105:6 ask=96:9 n=16 oid=103 tid=13 eid=153 | fc3c5ea5a155cf20
auction/0129 SUBMIT      u7 S L 101x4 GTC         | NEW                          | T[] E[ACCEPTED#104/NEW/0 ACCEPTED#104/NEW/0] | CLOSING_AUCTION last=101 mark=0 bid=105:6 ask=96:9 n=17 oid=104 tid=13 eid=155 | 6355ccad4e785349
auction/0130 SUBMIT      u5 B L 105x7 GTC         | NEW                          | T[] E[ACCEPTED#105/NEW/0 ACCEPTED#105/NEW/0] | CLOSING_AUCTION last=101 mark=0 bid=105:13 ask=96:9 n=18 oid=105 tid=13 eid=157 | e34f4d8fdadc1be8
auction/0131 SUBMIT      u1 S L 97x8 FOK          | NEW                          | T[] E[ACCEPTED#106/NEW/0 ACCEPTED#106/NEW/0] | CLOSING_AUCTION last=101 mark=0 bid=105:13 ask=96:9 n=19 oid=106 tid=13 eid=159 | 352889765272f304
auction/0132 SUBMIT      u2 S L 97x7 GTC          | NEW                          | T[] E[ACCEPTED#107/NEW/0 ACCEPTED#107/NEW/0] | CLOSING_AUCTION last=101 mark=0 bid=105:13 ask=96:9 n=20 oid=107 tid=13 eid=161 | 75a92fe1f78af924
auction/0133 SUBMIT      u5 S L 103x8 GTC+g2      | NEW                          | T[] E[ACCEPTED#108/NEW/0 ACCEPTED#108/NEW/0] | CLOSING_AUCTION last=101 mark=0 bid=105:13 ask=96:9 n=21 oid=108 tid=13 eid=163 | f4ed1baa1e2f78be
auction/0134 SUBMIT      u0 B L 97x1 GTC          | NEW                          | T[] E[ACCEPTED#109/NEW/0 ACCEPTED#109/NEW/0] | CLOSING_AUCTION last=101 mark=0 bid=105:13 ask=96:9 n=22 oid=109 tid=13 eid=165 | f74f31a3578b1d83
auction/0135 SUBMIT      u3 S L 100x3 FOK         | NEW                          | T[] E[ACCEPTED#110/NEW/0 ACCEPTED#110/NEW/0] | CLOSING_AUCTION last=101 mark=0 bid=105:13 ask=96:9 n=23 oid=110 tid=13 eid=167 | c1af7fc76c0bc751
auction/0136 SUBMIT      u4 B L 97x1 GTC+DECREMENT | NEW                          | T[] E[ACCEPTED#111/NEW/0 ACCEPTED#111/NEW/0] | CLOSING_AUCTION last=101 mark=0 bid=105:13 ask=96:9 n=24 oid=111 tid=13 eid=169 | 9e6ad607a963bcf3
auction/0137 SUBMIT      u3 S L 105x4 GTC         | NEW                          | T[] E[ACCEPTED#112/NEW/0 ACCEPTED#112/NEW/0] | CLOSING_AUCTION last=101 mark=0 bid=105:13 ask=96:9 n=25 oid=112 tid=13 eid=171 | dbbd37130eb7de95
auction/0138 SUBMIT      u5 S L 99x4 GTC          | NEW                          | T[] E[ACCEPTED#113/NEW/0 ACCEPTED#113/NEW/0] | CLOSING_AUCTION last=101 mark=0 bid=105:13 ask=96:9 n=26 oid=113 tid=13 eid=173 | 7186e89577ee526c
auction/0139 SUBMIT      u5 B L 98x5 GTC          | NEW                          | T[] E[ACCEPTED#114/NEW/0 ACCEPTED#114/NEW/0] | CLOSING_AUCTION last=101 mark=0 bid=105:13 ask=96:9 n=27 oid=114 tid=13 eid=175 | 7492b9c36a148d23
auction/0140 SUBMIT      u2 S L 100x8 GTC         | NEW                          | T[] E[ACCEPTED#115/NEW/0 ACCEPTED#115/NEW/0] | CLOSING_AUCTION last=101 mark=0 bid=105:13 ask=96:9 n=28 oid=115 tid=13 eid=177 | 111200e0710ceed7
auction/0141 SET_PHASE   OPEN                     | OK uncross=6                 | T[14:99x6 b98 s99 B seq14 auc 15:99x3 b105 s99 B seq15 auc 16:99x4 b105 s106 B seq16 auc 17:99x4 b96 s106 B seq17 auc 18:99x3 b96 s113 B seq18 auc 19:99x1 b102 s113 B seq19 auc] E[TRADE#98/99x6 TRADE#105/99x3 TRADE#105/99x4 TRADE#96/99x4 CANCELED#107/SELF_TRADE_NOT_ALLOWED/CANCELLED/0 TRADE#96/99x3 TRADE#102/99x1 RESUMED#0] | OPEN last=101 mark=0 bid=99:3 ask=100:11 n=21 oid=115 tid=19 eid=185 | 434952db33cd8802
auction/0142 SUBMIT      u7 S L 98x9 GTC          | PARTIALLY_FILLED             | T[20:99x3 b102 s116 m102 t116 S seq20 21:98x5 b114 s116 m114 t116 S seq21] E[ACCEPTED#116/PARTIALLY_FILLED/8 TRADE#116/99x3 TRADE#116/98x5] | OPEN last=98 mark=0 bid=97:4 ask=98:1 n=20 oid=116 tid=21 eid=188 | ce79b542b29d3c25
auction/0143 SUBMIT      u3 S L 95x6 GTC          | FILLED                       | T[22:97x2 b13 s117 m13 t117 S seq22 23:97x1 b109 s117 m109 t117 S seq23 24:97x1 b111 s117 m111 t117 S seq24 25:95x2 b97 s117 m97 t117 S seq25] E[ACCEPTED#117/FILLED/6 TRADE#117/97x2 TRADE#117/97x1 TRADE#117/97x1 TRADE#117/95x2] | OPEN last=95 mark=0 bid=95:4 ask=98:1 n=17 oid=117 tid=25 eid=193 | fadc4af606a06a9b
auction/0144 CANCEL_ONLY                          | OK                           | T[] E[CANCEL_ONLY#0] | CANCEL_ONLY last=95 mark=0 bid=95:4 ask=98:1 n=17 oid=117 tid=25 eid=194 | 8c82e68039d96747
auction/0145 RESUME                               | OK                           | T[] E[RESUMED#0] | OPEN last=95 mark=0 bid=95:4 ask=98:1 n=17 oid=117 tid=25 eid=195 | d1597dfeab857fac
auction/0146 REDUCE      u4 <-123 to 1            | REJECTED:ORDER_NOT_FOUND     | T[] E[] | OPEN last=95 mark=0 bid=95:4 ask=98:1 n=17 oid=117 tid=25 eid=195 | d1597dfeab857fac
auction/0147 SUBMIT      u2 B L 103x4 GTC         | FILLED                       | T[26:98x1 b118 s116 m116 t118 B seq26 27:100x3 b118 s110 m110 t118 B seq27] E[ACCEPTED#118/FILLED/4 TRADE#118/98x1 TRADE#118/100x3] | OPEN last=100 mark=0 bid=95:4 ask=100:8 n=15 oid=118 tid=27 eid=198 | 549aa50dddb1587b
auction/0148 SUBMIT      u7 S L 98x4 GTC          | NEW                          | T[] E[ACCEPTED#119/NEW/0] | OPEN last=100 mark=0 bid=95:4 ask=98:4 n=16 oid=119 tid=27 eid=199 | 1e2070fb7724fe60
auction/0149 SUBMIT      u5 S L 104x5 GTC         | NEW                          | T[] E[ACCEPTED#120/NEW/0] | OPEN last=100 mark=0 bid=95:4 ask=98:4 n=17 oid=120 tid=27 eid=200 | f3fa43f7e89c19c5
auction/0150 SUBMIT      u5 B L 102x3 GTC         | FILLED                       | T[28:98x3 b121 s119 m119 t121 B seq28] E[ACCEPTED#121/FILLED/3 TRADE#121/98x3] | OPEN last=98 mark=0 bid=95:4 ask=98:1 n=17 oid=121 tid=28 eid=202 | 8ae9903c79cfc935
auction/0151 SUBMIT      u2 B L 102x2 GTC+CANCEL_OLDEST | FILLED                       | T[29:98x1 b122 s119 m119 t122 B seq29 30:101x1 b122 s104 m104 t122 B seq30] E[ACCEPTED#122/FILLED/2 TRADE#122/98x1 CANCELED#115/CANCELLED/0 TRADE#122/101x1] | OPEN last=101 mark=0 bid=95:4 ask=101:3 n=15 oid=122 tid=30 eid=206 | a31aa8e92f235638
auction/0152 SUBMIT      u2 S L 102x1 IOC         | CANCELLED                    | T[] E[ACCEPTED#123/CANCELLED/0 CANCELED#123/CANCELLED/0] | OPEN last=101 mark=0 bid=95:4 ask=101:3 n=15 oid=123 tid=30 eid=208 | 47a857fed70a98c4
auction/0153 CANCEL      u5 <-149                 | CANCELLED                    | T[] E[CANCELED#120/CANCELLED/0] | OPEN last=101 mark=0 bid=95:4 ask=101:3 n=14 oid=123 tid=30 eid=209 | 4cf42cdc8ab0db65
auction/0154 CANCEL      u2 <-98                  | REJECTED:ORDER_NOT_FOUND     | T[] E[] | OPEN last=101 mark=0 bid=95:4 ask=101:3 n=14 oid=123 tid=30 eid=209 | 4cf42cdc8ab0db65
auction/0155 SUBMIT      u0 B L 96x9 GTC          | NEW                          | T[] E[ACCEPTED#124/NEW/0] | OPEN last=101 mark=0 bid=96:9 ask=101:3 n=15 oid=124 tid=30 eid=210 | abc5004b74453348
auction/0156 SUBMIT      u1 B L 103x3 GTC+ALLOW   | FILLED                       | T[31:101x3 b125 s104 m104 t125 B seq31] E[ACCEPTED#125/FILLED/3 TRADE#125/101x3] | OPEN last=101 mark=0 bid=96:9 ask=102:5 n=14 oid=125 tid=31 eid=212 | e85785cf8bf931a7
auction/0157 SUBMIT      u2 S L 100x6 GTC         | NEW                          | T[] E[ACCEPTED#126/NEW/0] | OPEN last=101 mark=0 bid=96:9 ask=100:6 n=15 oid=126 tid=31 eid=213 | 82f3fdba7d4a8791
auction/0158 SUBMIT      u3 B L 104x8 GTC         | FILLED                       | T[32:100x6 b127 s126 m126 t127 B seq32 33:102x2 b127 s7 m7 t127 B seq33] E[ACCEPTED#127/FILLED/8 TRADE#127/100x6 TRADE#127/102x2] | OPEN last=102 mark=0 bid=96:9 ask=102:3 n=14 oid=127 tid=33 eid=216 | 136bf17ed159ca58
auction/0159 CANCEL      u2 <-144                 | REJECTED:ORDER_NOT_FOUND     | T[] E[] | OPEN last=102 mark=0 bid=96:9 ask=102:3 n=14 oid=127 tid=33 eid=216 | 136bf17ed159ca58
auction/0160 REDUCE      u6 <-145 to 4            | REJECTED:ORDER_NOT_FOUND     | T[] E[] | OPEN last=102 mark=0 bid=96:9 ask=102:3 n=14 oid=127 tid=33 eid=216 | 136bf17ed159ca58
auction/0161 SUBMIT      u7 B L 95x7 GTC          | NEW                          | T[] E[ACCEPTED#128/NEW/0] | OPEN last=102 mark=0 bid=96:9 ask=102:3 n=15 oid=128 tid=33 eid=217 | 67a16c6cd3caab55
auction/0162 SUBMIT      u5 S L 100x9 GTC+g1      | NEW                          | T[] E[ACCEPTED#129/NEW/0] | OPEN last=102 mark=0 bid=96:9 ask=100:9 n=16 oid=129 tid=33 eid=218 | 80e8be3fc89b7205
auction/0163 SUBMIT      u5 S L 99x7 GTC          | NEW                          | T[] E[ACCEPTED#130/NEW/0] | OPEN last=102 mark=0 bid=96:9 ask=99:7 n=17 oid=130 tid=33 eid=219 | 674f709af8befd3a
auction/0164 SUBMIT      u7 B L 99x5 GTC          | FILLED                       | T[34:99x5 b131 s130 m130 t131 B seq34] E[ACCEPTED#131/FILLED/5 TRADE#131/99x5] | OPEN last=99 mark=0 bid=96:9 ask=99:2 n=17 oid=131 tid=34 eid=221 | 8e054d7e0e451c22
auction/0165 REPLACE     u0 S L 102x4 GTC <-153   | REJECTED:ORDER_NOT_FOUND     | T[] E[] | OPEN last=99 mark=0 bid=96:9 ask=99:2 n=17 oid=131 tid=34 eid=221 | 8e054d7e0e451c22
auction/0166 CANCEL      u5 <-162                 | CANCELLED                    | T[] E[CANCELED#129/CANCELLED/0] | OPEN last=99 mark=0 bid=96:9 ask=99:2 n=16 oid=131 tid=34 eid=222 | ddd8fcb5f5e7948c
auction/0167 REDUCE      u6 <-153 to 7            | REJECTED:ORDER_NOT_FOUND     | T[] E[] | OPEN last=99 mark=0 bid=96:9 ask=99:2 n=16 oid=131 tid=34 eid=222 | ddd8fcb5f5e7948c
auction/0168 CANCEL      u5 <-91                  | REJECTED:ORDER_NOT_FOUND     | T[] E[] | OPEN last=99 mark=0 bid=96:9 ask=99:2 n=16 oid=131 tid=34 eid=222 | ddd8fcb5f5e7948c
auction/0169 SUBMIT      u2 S L 105x3 GTC         | NEW                          | T[] E[ACCEPTED#132/NEW/0] | OPEN last=99 mark=0 bid=96:9 ask=99:2 n=17 oid=132 tid=34 eid=223 | 55de98dfb0949640
auction/0170 SUBMIT      u1 S L 100x3 IOC         | CANCELLED                    | T[] E[ACCEPTED#133/CANCELLED/0 CANCELED#133/CANCELLED/0] | OPEN last=99 mark=0 bid=96:9 ask=99:2 n=17 oid=133 tid=34 eid=225 | 4089aea1d48260c4
auction/0171 REPLACE     u6 B L 102x7 GTC <-153   | REJECTED:ORDER_NOT_FOUND     | T[] E[] | OPEN last=99 mark=0 bid=96:9 ask=99:2 n=17 oid=133 tid=34 eid=225 | 4089aea1d48260c4
auction/0172 SUBMIT      u6 S L 101x3 GTC         | NEW                          | T[] E[ACCEPTED#134/NEW/0] | OPEN last=99 mark=0 bid=96:9 ask=99:2 n=18 oid=134 tid=34 eid=226 | cce8fe13039aec73
auction/0173 REDUCE      u0 <-155 to 3            | REDUCED                      | T[] E[REPLACED#124/NEW/0] | OPEN last=99 mark=0 bid=96:3 ask=99:2 n=18 oid=134 tid=34 eid=227 | 796cd339437e2558
auction/0174 SUBMIT      u7 S L 102x4 GTC         | NEW                          | T[] E[ACCEPTED#135/NEW/0] | OPEN last=99 mark=0 bid=96:3 ask=99:2 n=19 oid=135 tid=34 eid=228 | 1a4057792d3aa704
auction/0175 SUBMIT      u2 S L 105x7 GTC+g2      | NEW                          | T[] E[ACCEPTED#136/NEW/0] | OPEN last=99 mark=0 bid=96:3 ask=99:2 n=20 oid=136 tid=34 eid=229 | 6b73f95f953491d7
auction/0176 SUBMIT      u0 B L 101x4 GTC         | FILLED                       | T[35:99x2 b137 s130 m130 t137 B seq35 36:101x2 b137 s134 m134 t137 B seq36] E[ACCEPTED#137/FILLED/4 TRADE#137/99x2 TRADE#137/101x2] | OPEN last=101 mark=0 bid=96:3 ask=101:1 n=19 oid=137 tid=36 eid=232 | 089e0cc8df8f0092
auction/0177 SUBMIT      u6 B L 103x3 GTC         | CANCELLED                    | T[] E[ACCEPTED#138/CANCELLED/0 CANCELED#138/CANCELLED/0] | OPEN last=101 mark=0 bid=96:3 ask=101:1 n=19 oid=138 tid=36 eid=234 | 760a5ad2ad849555
auction/0178 SUBMIT      u7 S L 95x1 GTC          | FILLED                       | T[37:96x1 b124 s139 m124 t139 S seq37] E[ACCEPTED#139/FILLED/1 TRADE#139/96x1] | OPEN last=96 mark=0 bid=96:2 ask=101:1 n=19 oid=139 tid=37 eid=236 | 284e2ae5d0f53b06
auction/0179 SUBMIT      u5 S L 97x4 GTC          | NEW                          | T[] E[ACCEPTED#140/NEW/0] | OPEN last=96 mark=0 bid=96:2 ask=97:4 n=20 oid=140 tid=37 eid=237 | 055fd8890ff235dd
auction/0180 SUBMIT      u7 B L 96x9 GTC          | NEW                          | T[] E[ACCEPTED#141/NEW/0] | OPEN last=96 mark=0 bid=96:11 ask=97:4 n=21 oid=141 tid=37 eid=238 | fed1a701ad1367d5
auction/0181 SUBMIT      u5 S L 102x2 GTC+CANCEL_OLDEST | NEW                          | T[] E[ACCEPTED#142/NEW/0] | OPEN last=96 mark=0 bid=96:11 ask=97:4 n=22 oid=142 tid=37 eid=239 | 67eff75a299caf71
auction/0182 SUBMIT      u4 S L 105x4 GTC         | NEW                          | T[] E[ACCEPTED#143/NEW/0] | OPEN last=96 mark=0 bid=96:11 ask=97:4 n=23 oid=143 tid=37 eid=240 | e6e4ed1a06a65c19
auction/0183 SUBMIT      u2 B L 98x4 GTC          | FILLED                       | T[38:97x4 b144 s140 m140 t144 B seq38] E[ACCEPTED#144/FILLED/4 TRADE#144/97x4] | OPEN last=97 mark=0 bid=96:11 ask=101:1 n=22 oid=144 tid=38 eid=242 | f799645333b67f36
auction/0184 REPLACE     u7 S L 101x7 GTC <-173   | REJECTED:ORDER_NOT_FOUND     | T[] E[] | OPEN last=97 mark=0 bid=96:11 ask=101:1 n=22 oid=144 tid=38 eid=242 | f799645333b67f36
auction/0185 REDUCE      u6 <-176 to 3            | REJECTED:ORDER_NOT_FOUND     | T[] E[] | OPEN last=97 mark=0 bid=96:11 ask=101:1 n=22 oid=144 tid=38 eid=242 | f799645333b67f36
auction/0186 SUBMIT      u4 S L 102x6 GTC         | NEW                          | T[] E[ACCEPTED#145/NEW/0] | OPEN last=97 mark=0 bid=96:11 ask=101:1 n=23 oid=145 tid=38 eid=243 | 696e92a30a8ffdbc
auction/0187 SUBMIT      u5 B L 105x1 FOK         | FILLED                       | T[39:101x1 b146 s134 m134 t146 B seq39] E[ACCEPTED#146/FILLED/1 TRADE#146/101x1] | OPEN last=101 mark=0 bid=96:11 ask=102:15 n=22 oid=146 tid=39 eid=245 | 2e2942c93aa377d4
auction/0188 SUBMIT      u6 B L 101x7 GTC         | NEW                          | T[] E[ACCEPTED#147/NEW/0] | OPEN last=101 mark=0 bid=101:7 ask=102:15 n=23 oid=147 tid=39 eid=246 | df697fdbeede6c9b
auction/0189 CANCEL      u5 <-181                 | CANCELLED                    | T[] E[CANCELED#142/CANCELLED/0] | OPEN last=101 mark=0 bid=101:7 ask=102:13 n=22 oid=147 tid=39 eid=247 | e12543bd7b7bffed
auction/0190 CANCEL_ALL  u1                       | CANCELLED n=0                | T[] E[] | OPEN last=101 mark=0 bid=101:7 ask=102:13 n=22 oid=147 tid=39 eid=247 | e12543bd7b7bffed
auction/0191 RESUME                               | OK                           | T[] E[] | OPEN last=101 mark=0 bid=101:7 ask=102:13 n=22 oid=147 tid=39 eid=247 | e12543bd7b7bffed
auction/0192 SUBMIT      u5 S L 98x9 GTC          | PARTIALLY_FILLED             | T[40:101x7 b147 s148 m147 t148 S seq40] E[ACCEPTED#148/PARTIALLY_FILLED/7 TRADE#148/101x7] | OPEN last=101 mark=0 bid=96:11 ask=98:2 n=22 oid=148 tid=40 eid=249 | afb359f3c05cf36e
auction/0193 SUBMIT      u5 S L 96x1 GTC          | FILLED                       | T[41:96x1 b124 s149 m124 t149 S seq41] E[ACCEPTED#149/FILLED/1 TRADE#149/96x1] | OPEN last=96 mark=0 bid=96:10 ask=98:2 n=22 oid=149 tid=41 eid=251 | 3cc9b3ff9d6f2984
auction/0194 SUBMIT      u3 B L 101x3 GTC         | PARTIALLY_FILLED             | T[42:98x2 b150 s148 m148 t150 B seq42] E[ACCEPTED#150/PARTIALLY_FILLED/2 TRADE#150/98x2] | OPEN last=98 mark=0 bid=101:1 ask=102:13 n=22 oid=150 tid=42 eid=253 | 4a92243c1648883d
auction/0195 SUBMIT      u5 S L 103x7 IOC         | CANCELLED                    | T[] E[ACCEPTED#151/CANCELLED/0 CANCELED#151/CANCELLED/0] | OPEN last=98 mark=0 bid=101:1 ask=102:13 n=22 oid=151 tid=42 eid=255 | 03e94cd8f6a96955
auction/0196 SUBMIT      u6 B L 100x2 GTC+PO      | NEW                          | T[] E[ACCEPTED#152/NEW/0] | OPEN last=98 mark=0 bid=101:1 ask=102:13 n=23 oid=152 tid=42 eid=256 | 2b5eaf657fcbfb06
auction/0197 SUBMIT      u6 B L 95x7 GTC+CANCEL_BOTH | NEW                          | T[] E[ACCEPTED#153/NEW/0] | OPEN last=98 mark=0 bid=101:1 ask=102:13 n=24 oid=153 tid=42 eid=257 | 97fec5bc6f5cb77f
auction/0198 SUBMIT      u4 B L 98x7 GTC          | NEW                          | T[] E[ACCEPTED#154/NEW/0] | OPEN last=98 mark=0 bid=101:1 ask=102:13 n=25 oid=154 tid=42 eid=258 | 9a34f34ce4a2976f
auction/0199 SUBMIT      u6 S L 95x2 FOK+PO       | REJECTED:POST_ONLY_WOULD_CROSS | T[] E[REJECTED#155/POST_ONLY_WOULD_CROSS/REJECTED/0] | OPEN last=98 mark=0 bid=101:1 ask=102:13 n=25 oid=155 tid=42 eid=259 | cdc1e6eb71900368

== conditional (fifo, stp=CANCEL_NEWEST, maxOrders=100000, shard=0)
conditional/0000 SUBMIT      m1 S L 105x10 GTC        | NEW                          | T[] E[ACCEPTED#1/NEW/0] | OPEN last=0 mark=0 bid=- ask=105:10 n=1 oid=1 tid=0 eid=1 | c299ec9c80dcb6e4
conditional/0001 SUBMIT      m1 S L 106x10 GTC        | NEW                          | T[] E[ACCEPTED#2/NEW/0] | OPEN last=0 mark=0 bid=- ask=105:10 n=2 oid=2 tid=0 eid=2 | 1c31140f229ad49e
conditional/0002 SUBMIT      m2 B L 95x10 GTC         | NEW                          | T[] E[ACCEPTED#3/NEW/0] | OPEN last=0 mark=0 bid=95:10 ask=105:10 n=3 oid=3 tid=0 eid=3 | fb7c9bc7e4c569e5
